text,count
rent,1
runway,3
spent,2
soup,3
pajamas,2
eve,7
plops,1
tv,4
aa,2
apartments,2
tree,3
glows,1
midnight,1
batman,4
santa,1
aw,1
plans,1
snowing,3
bends,1
sloppy,1
ab,2
deliriously,1
judy,2
garland,2
sing,1
trolley,1
song,1
zing,3
heartstrings,1
mood,1
remote,1
ac,2
makeshift,1
motionless,1
dots,2
festive,6
booth,2
missing,2
forced,2
visit,1
bronte,2
hilton,1
pm,1
blissfully,1
unaware,1
supposed,2
coverage,1
perks,1
choked,1
stupid,1
bedside,1
f,2
marching,1
crown,1
favor,1
horn,1
hats,1
sensuously,1
rests,1
n,9
recline,1
caviar,1
roars,1
fireplace,1
humps,1
sherry,1
taps,1
cheek,2
subway,1
bearings,1
horns,1
handsome,1
ex,1
babbo,1
fortune,1
cookie,1
might,2
cry,2
square,1
background,1
announcer,1
bryant,2
tent,9
crowds,2
trudge,1
ice,2
driving,1
continous,1
buzzing,2
fashionistas,3
cuddled,1
billion,1
dollar,2
relationship,6
mayor,3
bloomberg,2
damn,1
attractive,1
campaign,1
slogan,1
pulled,1
strings,3
decide,2
settle,2
saturdays,1
aquarium,1
mammal,1
show,6
funniest,1
dolphin,2
impression,1
escapes,1
liked,1
apologized,1
imagine,2
opening,2
duh,1
curse,2
born,3
impressive,1
gesture,1
squats,1
covering,1
benz,1
desperate,2
esque,1
quote,1
ooh,1
survived,2
personally,1
jdate,1
numb,1
fashionable,1
sympathetically,1
silently,1
exit,1
stream,1
wrap,1
mistake,2
became,1
poster,1
effect,2
cares,1
leaving,3
dissolve,4
discuss,1
seems,1
brighten,1
enjoying,1
interviewed,1
tape,1
recorder,1
fact,1
felt,4
starv,1
splat,1
splash,1
paint,2
activist,4
pug,1
murder,1
mur,2
der,2
realized,1
valentine,8
envelope,2
mark,1
mixes,1
handwriting,1
aunt,1
rice,5
rod,1
plan,2
slasher,1
wow,1
homemade,2
village,3
festively,1
decorated,1
balloons,2
ceiling,1
hang,1
steroids,1
played,1
team,1
evening,1
selections,1
theme,1
designed,1
split,1
bot,2
order,1
emotional,2
cutter,1
believing,1
conquer,1
article,2
yourself,1
shouldn,1
bumped,2
shiraz,1
cork,1
pour,1
secret,4
tried,3
ruined,1
balloon,1
bob,1
lying,1
squeezes,1
candles,4
sheer,1
giant,2
machine,4
released,1
sighs,1
giving,1
writhing,1
planned,2
minus,1
sweat,1
crossed,1
overtime,1
bummer,1
ate,2
valentines,1
slaved,1
dodges,1
california,2
storms,1
subzero,1
fridge,1
recording,1
incoming,1
longest,1
rain,2
idling,1
meter,3
dollars,2
eighteen,1
hesitates,1
eastern,1
wheel,1
badger,1
forgiving,1
forgiveness,1
therapist,6
treated,1
promising,1
punish,1
indiscretion,1
risk,2
discover,1
forsythia,1
bloom,1
sandwiches,1
exists,1
showing,1
promise,1
lawyer,1
argue,1
logical,2
harvard,1
based,1
emotions,1
logic,2
challenge,1
halfway,1
poetic,2
otherwise,1
rejected,1
cardboard,1
caddy,1
coffees,1
realtor,1
owner,2
possession,1
grey,1
meanwhile,1
angeles,1
sand,1
neighbors,1
outdoor,1
overwhelmed,2
ran,2
catching,1
growl,1
scoops,1
anytime,1
peek,1
dates,1
appears,2
wet,2
unzips,1
dips,3
chip,3
guacamole,2
torturing,1
slice,1
messy,1
pizza,1
joint,1
jets,1
fudge,3
sundae,3
pad,1
pros,3
cons,3
equal,1
sip,2
mirrored,1
remembers,2
reality,1
parts,1
looked,3
passionate,3
transformed,1
sleeker,1
polished,1
warm,1
lilacs,1
vase,1
bell,1
exclusive,1
hobbes,1
chatting,1
visible,1
waiters,1
coaster,1
wanders,1
landed,1
rat,2
trained,1
cater,2
fat,3
gut,4
greet,1
rides,1
pooch,1
regarding,1
intervention,1
cake,3
language,1
realize,2
avoiding,1
mirrors,2
natural,1
denial,1
dial,2
everyday,2
chemo,2
compared,1
beachhouse,1
awwww,1
pounds,1
wraps,1
whispers,2
wonderful,1
lips,2
airplane,1
stewardess,2
landing,1
scraping,1
licking,1
returned,1
unopened,1
manila,3
envelopes,3
bookcase,3
carriebradshaw,3
masterpiece,1
emotion,1
chokes,1
gave,1
cryin,1
breaks,1
keys,1
distractions,1
leash,1
tattooed,1
ferocious,1
diego,2
seated,1
banquette,2
hostess,4
due,1
embarrassed,1
settles,1
panic,1
slide,1
visibly,1
waste,1
strong,1
stomping,1
foot,2
entirely,1
taxi,3
corridor,3
beaming,1
congratulations,2
thick,1
bubbie,1
labor,1
drama,3
hoping,2
glance,1
asked,1
poor,1
schmuck,1
stopped,2
complicated,1
pile,2
responded,1
drawer,1
dumps,1
sorts,1
drift,1
wonders,1
logging,1
password,4
scans,1
frustrated,1
logs,1
vo,1
countless,1
riddle,1
cb,1
causes,1
fallen,1
hunch,1
jjp,2
typed,1
retyped,2
byron,2
joyce,2
volumes,1
grandmother,1
sisters,1
angela,3
youngest,1
momma,1
motions,1
locks,1
worn,4
squeeze,1
bye,1
jumps,1
total,1
loss,1
nestled,1
carpeted,1
jacket,1
jokes,1
installed,1
smooth,1
bust,1
rises,1
propose,1
overcome,1
manolo,1
courthouse,5
power,1
vested,1
state,1
slender,1
throw,2
spitting,1
casually,1
balancing,1
intercepts,1
breakfasts,1
bacon,1
barnes,1
noble,1
displayed,1
kiosk,1
galleys,1
vitra,2
fighting,1
thin,1
rope,3
cosmopolitans,1
delicious,1
oldie,2
goodie,2
brings,1
among,1
glowing,1
raise,1
entered,1
toe,1
icing,1
cuts,1
glimpse,1
camera,3
lifted,1
squeal,1
excitement,1
